local_time LA (airport),Ff,N,VV,Td,RRR
20.08.2018 08:00,2,100%.,12,18.9,
20.08.2018 05:00,2,100%.,12,18.9,
19.08.2018 23:00,3,20-0%.,16,19.4,
19.08.2018 17:00,6,20-0%.,14,18.9,
19.08.2018 11:00,4,20-0%.,9,19.4,
19.08.2018 05:00,0,100%.,12,18.9,
18.08.2018 23:00,4,20-0%.,14,18.9,
18.08.2018 17:00,6,Cloudless,16,18.3,
18.08.2018 11:00,3,70 -80%.,12,19.4,
18.08.2018 05:00,0,50%.,16,19.4,
17.08.2018 23:00,3,70 -80%.,16,19.4,
17.08.2018 17:00,7,70 -80%.,16,20,
17.08.2018 11:00,4,50%.,9,20,
17.08.2018 05:00,2,100%.,12,20,
16.08.2018 23:00,3,70 -80%.,16,19.4,
16.08.2018 17:00,5,50%.,16,19.4,
16.08.2018 11:00,5,20-0%.,14,19.4,
16.08.2018 05:00,2,100%.,16,18.9,
15.08.2018 23:00,2,20-0%.,16,18.9,
15.08.2018 17:00,6,20-0%.,16,18.9,
15.08.2018 11:00,3,50%.,14,18.3,
15.08.2018 05:00,0,70 -80%.,16,18.3,
14.08.2018 23:00,2,50%.,16,18.3,
14.08.2018 17:00,7,50%.,16,17.8,
14.08.2018 11:00,4,50%.,14,17.8,
14.08.2018 05:00,2,20-0%.,16,17.2,
13.08.2018 23:00,3,70 -80%.,16,17.8,
13.08.2018 17:00,6,20-0%.,16,17.2,
13.08.2018 11:00,5,Cloudless,16,18.3,
13.08.2018 05:00,2,50%.,16,17.8,
12.08.2018 23:00,3,20-0%.,16,17.2,
12.08.2018 17:00,7,50%.,16,17.8,
12.08.2018 11:00,5,20-0%.,16,19.4,
12.08.2018 05:00,3,20-0%.,16,18.3,
11.08.2018 23:00,4,50%.,16,20,
11.08.2018 17:00,9,Cloudless,16,20.6,
11.08.2018 11:00,4,50%.,16,18,
11.08.2018 05:00,0,Cloudless,16,17.8,
10.08.2018 23:00,3,Cloudless,16,20,
10.08.2018 17:00,7,50%.,16,10.6,
10.08.2018 11:00,5,50%.,12,20,
10.08.2018 05:00,2,50%.,16,21,
09.08.2018 23:00,3,70 -80%.,16,21,
09.08.2018 17:00,6,70 -80%.,16,20,
09.08.2018 11:00,3,50%.,14,18.9,
09.08.2018 05:00,3,50%.,12,19,
08.08.2018 23:00,2,50%.,16,20,
08.08.2018 17:00,6,20-0%.,16,21,
08.08.2018 11:00,5,50%.,12,11.1,
08.08.2018 05:00,3,20-0%.,16,20,
07.08.2018 23:00,2,20-0%.,16,21,
07.08.2018 17:00,7,20-0%.,16,18.9,
07.08.2018 11:00,5,50%.,12,19,
07.08.2018 05:00,0,50%.,16,20,
06.08.2018 23:00,0,50%.,16,21,
06.08.2018 17:00,6,20-0%.,16,18,
06.08.2018 11:00,4,20-0%.,14,19.4,
06.08.2018 05:00,2,20-0%.,16,17.8,
05.08.2018 23:00,3,20-0%.,16,18.3,
05.08.2018 17:00,6,20-0%.,16,18.9,
05.08.2018 11:00,4,20-0%.,9,18.9,
05.08.2018 05:00,2,20-0%.,16,18.3,
04.08.2018 23:00,3,20-0%.,16,18.9,
04.08.2018 17:00,6,20-0%.,16,18.9,
04.08.2018 11:00,5,20-0%.,14,18.9,
04.08.2018 05:00,0,20-0%.,16,18.3,
03.08.2018 23:00,2,Cloudless,16,17.2,
03.08.2018 17:00,6,20-0%.,16,17.8,
03.08.2018 11:00,5,Cloudless,14,18.9,
03.08.2018 05:00,2,Cloudless,16,17.8,
02.08.2018 23:00,2,50%.,16,18.3,
02.08.2018 17:00,7,Cloudless,16,17.8,
02.08.2018 11:00,3,50%.,16,18.9,
02.08.2018 05:00,2,70 -80%.,16,18.9,
01.08.2018 23:00,3,50%.,16,19.4,
01.08.2018 17:00,6,50%.,16,19.4,
01.08.2018 11:00,4,20-0%.,16,18.9,
01.08.2018 05:00,3,50%.,16,19.4,
31.07.2018 23:00,3,70 -80%.,16,19.4,
31.07.2018 17:00,6,50%.,16,18.9,
31.07.2018 11:00,5,50%.,11,18.9,
31.07.2018 05:00,2,20-0%.,16,18.3,
30.07.2018 23:00,4,20-0%.,16,18.3,
30.07.2018 17:00,6,50%.,16,18.3,
30.07.2018 11:00,5,50%.,14,18.9,
30.07.2018 05:00,3,70 -80%.,16,18.3,
29.07.2018 23:00,3,70 -80%.,16,18.3,
29.07.2018 17:00,6,50%.,16,18.9,
29.07.2018 11:00,4,20-0%.,16,18.9,
29.07.2018 05:00,0,20-0%.,11,18.9,
28.07.2018 23:00,2,20-0%.,16,18.3,
28.07.2018 17:00,6,50%.,16,18.3,
28.07.2018 11:00,5,20-0%.,11,18.9,
28.07.2018 05:00,2,100%.,11,18.3,
27.07.2018 23:00,0,70 -80%.,11,18.3,
27.07.2018 17:00,7,20-0%.,16,18.3,
27.07.2018 11:00,4,70 -80%.,9,18.9,
27.07.2018 05:00,2,100%.,4,18.9,
26.07.2018 23:00,3,100%.,4.8,19.4,
26.07.2018 17:00,6,50%.,16,18.9,
26.07.2018 11:00,6,,4.8,19.4,
26.07.2018 05:00,3,100%.,6,19.4,
25.07.2018 23:00,3,70 -80%.,4.8,19.4,
25.07.2018 17:00,5,20-0%.,12,19.4,
25.07.2018 11:00,4,50%.,14,20,
24.07.2018 23:00,0,20-0%.,16,18.9,
24.07.2018 17:00,7,20-0%.,16,17.2,
24.07.2018 11:00,4,20-0%.,16,18.9,
24.07.2018 05:00,2,Cloudless,14,18.3,
23.07.2018 23:00,2,Cloudless,16,17.2,
23.07.2018 17:00,8,20-0%.,16,16.7,
23.07.2018 11:00,4,20-0%.,16,18.9,
23.07.2018 05:00,0,20-0%.,16,17.8,
22.07.2018 17:00,8,50%.,16,17.2,
22.07.2018 11:00,3,20-0%.,16,18.9,
22.07.2018 05:00,0,Cloudless,16,17.8,
21.07.2018 23:00,3,70 -80%.,16,17.8,
21.07.2018 17:00,9,50%.,16,17.2,
21.07.2018 11:00,6,50%.,16,17.2,
21.07.2018 05:00,4,70 -80%.,16,17.2,
20.07.2018 23:00,5,70 -80%.,16,17.8,
20.07.2018 11:00,5,70 -80%.,14,17.8,
20.07.2018 05:00,4,70 -80%.,16,17.8,
19.07.2018 23:00,4,50%.,16,17.8,
19.07.2018 17:00,6,70 -80%.,16,17.8,
19.07.2018 11:00,5,Cloudless,16,18.9,
19.07.2018 05:00,2,20-0%.,16,18.3,
18.07.2018 23:00,2,50%.,16,18.3,
18.07.2018 17:00,6,70 -80%.,16,18.3,
18.07.2018 11:00,2,100%.,12,18.9,
18.07.2018 08:00,3,100%.,16,17.8,
18.07.2018 05:00,3,100%.,16,17.8,
17.07.2018 23:00,2,70 -80%.,16,16.7,
17.07.2018 17:00,7,50%.,16,17.8,
17.07.2018 11:00,4,100%.,11,18.3,
17.07.2018 05:00,2,100%.,14,17.8,
16.07.2018 23:00,3,20-0%.,16,17.8,
16.07.2018 20:00,8,50%.,16,18.3,
16.07.2018 17:00,8,50%.,16,18.3,
16.07.2018 11:00,5,50%.,14,18.3,
16.07.2018 05:00,2,50%.,16,17.8,
15.07.2018 23:00,4,50%.,16,18.3,
15.07.2018 17:00,5,20-0%.,16,18.9,
15.07.2018 11:00,5,20-0%.,16,18.9,
15.07.2018 05:00,0,Cloudless,16,17.8,
14.07.2018 23:00,3,50%.,16,18.9,
14.07.2018 17:00,7,50%.,16,18.3,
14.07.2018 11:00,4,20-0%.,16,17.2,
14.07.2018 05:00,2,20-0%.,16,17.2,
13.07.2018 23:00,3,50%.,16,17.8,
13.07.2018 17:00,6,50%.,16,17.8,
13.07.2018 11:00,5,50%.,16,17.8,
13.07.2018 05:00,4,20-0%.,16,17.8,
12.07.2018 23:00,4,20-0%.,16,18.3,
12.07.2018 17:00,7,50%.,16,18.3,
12.07.2018 11:00,5,50%.,14,18.9,
12.07.2018 05:00,2,70 -80%.,16,18.9,
11.07.2018 23:00,4,70 -80%.,16,19.4,
11.07.2018 17:00,6,50%.,16,18.9,
11.07.2018 11:00,4,70 -80%.,14,19.4,
11.07.2018 05:00,2,70 -80%.,12,20,
10.07.2018 23:00,2,20-0%.,16,19,
10.07.2018 17:00,5,20-0%.,16,18.3,
10.07.2018 11:00,2,70 -80%.,14,17.2,
10.07.2018 05:00,2,70 -80%.,16,19.4,
09.07.2018 23:00,2,50%.,16,18.9,
09.07.2018 17:00,4,70 -80%.,16,16.1,
09.07.2018 11:00,5,70 -80%.,14,16.7,
09.07.2018 05:00,2,70 -80%.,16,18.3,
08.07.2018 23:00,2,50%.,16,20,
08.07.2018 17:00,4,20-0%.,16,17.2,
08.07.2018 11:00,4,50%.,16,17.2,
08.07.2018 05:00,0,50%.,16,16.7,
07.07.2018 23:00,3,20-0%.,16,13.3,
07.07.2018 17:00,5,50%.,16,17.8,
07.07.2018 11:00,5,20-0%.,16,19.4,
07.07.2018 05:00,2,50%.,16,17.8,
06.07.2018 23:00,2,Cloudless,16,15.6,
06.07.2018 17:00,8,20-0%.,16,14.4,
06.07.2018 11:00,3,Cloudless,16,15,
06.07.2018 05:00,2,20-0%.,16,15,
05.07.2018 23:00,2,20-0%.,16,16.7,
05.07.2018 17:00,8,50%.,16,16.1,
05.07.2018 11:00,3,70 -80%.,14,16.1,
05.07.2018 05:00,5,70 -80%.,16,15.6,
04.07.2018 23:00,4,50%.,16,16,
04.07.2018 17:00,6,Cloudless,16,15.6,
04.07.2018 11:00,5,20-0%.,16,14.4,
04.07.2018 05:00,2,70 -80%.,16,13.9,
03.07.2018 23:00,4,70 -80%.,16,14.4,
03.07.2018 17:00,5,20-0%.,16,14.4,
03.07.2018 11:00,5,50%.,14,14.4,
03.07.2018 05:00,0,100%.,16,15,
02.07.2018 23:00,4,100%.,16,15.6,
02.07.2018 17:00,8,20-0%.,16,15.6,
02.07.2018 11:00,4,20-0%.,14,13.9,
02.07.2018 05:00,3,70 -80%.,16,14.4,
01.07.2018 23:00,5,70 -80%.,16,15.6,
01.07.2018 17:00,6,20-0%.,16,15.6,
01.07.2018 11:00,4,20-0%.,16,14.4,
01.07.2018 05:00,4,100%.,16,14.4,
30.06.2018 23:00,3,70 -80%.,16,15.6,
30.06.2018 17:00,5,Cloudless,16,15,
30.06.2018 11:00,2,70 -80%.,16,13.9,
30.06.2018 05:00,4,100%.,16,13.9,
29.06.2018 23:00,4,50%.,16,13.9,
29.06.2018 17:00,6,20-0%.,16,14.4,
29.06.2018 11:00,2,70 -80%.,16,12.8,
29.06.2018 05:00,4,100%.,16,14.4,
28.06.2018 23:00,0,20-0%.,16,14.4,
28.06.2018 17:00,6,20-0%.,16,15,
28.06.2018 11:00,3,50%.,16,14.4,
28.06.2018 05:00,3,100%.,14,15,
27.06.2018 23:00,4,20-0%.,16,15,
27.06.2018 17:00,5,20-0%.,16,15.6,
27.06.2018 11:00,3,50%.,14,15,
27.06.2018 05:00,2,100%.,14,15,
26.06.2018 23:00,4,100%.,16,16.1,
26.06.2018 17:00,7,20-0%.,16,14.4,
26.06.2018 11:00,5,20-0%.,14,13.9,
26.06.2018 05:00,3,100%.,16,14.4,
25.06.2018 23:00,3,70 -80%.,16,15.6,
25.06.2018 17:00,7,20-0%.,16,15,
25.06.2018 11:00,4,20-0%.,14,14.4,
25.06.2018 05:00,2,100%.,16,13.9,
24.06.2018 23:00,3,70 -80%.,16,14.4,
24.06.2018 17:00,5,Cloudless,16,13.9,
24.06.2018 11:00,4,100%.,16,13.3,Signs of precipitation
24.06.2018 05:00,4,100%.,16,13.9,
23.06.2018 23:00,4,100%.,16,13.3,
23.06.2018 17:00,7,50%.,16,13.9,
23.06.2018 11:00,4,100%.,16,15,
23.06.2018 05:00,3,100%.,11,16.1,
22.06.2018 23:00,2,100%.,14,15.6,
22.06.2018 17:00,6,100%.,16,15.6,
22.06.2018 11:00,3,100%.,6,16.1,Signs of precipitation
22.06.2018 05:00,2,100%.,8,16.1,
21.06.2018 23:00,2,100%.,16,15.6,
21.06.2018 17:00,5,100%.,14,15.6,
21.06.2018 11:00,4,100%.,9,15.6,
21.06.2018 05:00,0,100%.,11,15,
20.06.2018 23:00,4,100%.,11,15.6,
20.06.2018 17:00,6,50%.,16,15,
20.06.2018 11:00,4,50%.,8,15,
20.06.2018 05:00,0,70 -80%.,11,13.9,
19.06.2018 23:00,2,70 -80%.,16,13.9,
19.06.2018 20:00,6,20-0%.,16,13.9,
19.06.2018 17:00,6,20-0%.,16,13.9,
19.06.2018 11:00,4,50%.,14,13.3,
19.06.2018 05:00,3,70 -80%.,16,13.3,
18.06.2018 23:00,6,20-0%.,16,13.9,
18.06.2018 17:00,8,20-0%.,16,12.8,
18.06.2018 11:00,6,50%.,14,12.2,
18.06.2018 05:00,3,50%.,16,12.2,
17.06.2018 23:00,5,70 -80%.,16,12.2,
17.06.2018 17:00,6,20-0%.,16,11.7,
17.06.2018 11:00,3,100%.,16,11.1,
17.06.2018 05:00,2,100%.,16,11.7,
16.06.2018 23:00,4,100%.,16,11.1,
16.06.2018 17:00,7,70 -80%.,16,10.6,
16.06.2018 11:00,4,70 -80%.,16,12.8,
16.06.2018 05:00,2,100%.,14,13.3,
15.06.2018 23:00,3,100%.,16,13.9,
15.06.2018 17:00,7,50%.,16,15,
15.06.2018 11:00,5,70 -80%.,12,15.6,
15.06.2018 05:00,0,70 -80%.,14,15.6,
14.06.2018 23:00,4,50%.,16,15,
14.06.2018 17:00,7,50%.,16,15.6,
14.06.2018 11:00,4,70 -80%.,4.8,15,
14.06.2018 05:00,4,100%.,4,15,
13.06.2018 23:00,4,70 -80%.,16,15,
13.06.2018 17:00,6,20-0%.,16,15,
13.06.2018 11:00,5,50%.,8,15.6,
13.06.2018 05:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,2.4,15,
12.06.2018 23:00,3,70 -80%.,16,15.6,
12.06.2018 17:00,6,20-0%.,16,15.6,
12.06.2018 11:00,5,Cloudless,14,16.1,
12.06.2018 05:00,0,20-0%.,16,14.4,
11.06.2018 23:00,2,20-0%.,16,16.1,
11.06.2018 17:00,6,Cloudless,16,12.2,
11.06.2018 11:00,4,20-0%.,11,16.1,
11.06.2018 05:00,3,20-0%.,16,14.4,
10.06.2018 23:00,0,Cloudless,16,12.8,
10.06.2018 17:00,6,20-0%.,16,13.9,
10.06.2018 11:00,5,20-0%.,16,15,
10.06.2018 05:00,2,70 -80%.,16,15,
09.06.2018 23:00,3,Cloudless,16,12.8,
09.06.2018 17:00,5,Cloudless,16,14.4,
09.06.2018 11:00,6,Cloudless,16,15.6,
09.06.2018 05:00,2,20-0%.,16,13.9,
08.06.2018 23:00,3,Cloudless,16,14.4,
08.06.2018 17:00,6,Cloudless,16,13.9,
08.06.2018 11:00,5,Cloudless,14,13.3,
08.06.2018 05:00,2,Cloudless,16,12.2,
07.06.2018 23:00,3,Cloudless,16,12.2,
07.06.2018 17:00,8,20-0%.,16,12.8,
07.06.2018 11:00,3,50%.,12,12.2,
07.06.2018 05:00,2,100%.,16,12.8,
06.06.2018 23:00,4,Cloudless,16,12.2,
06.06.2018 17:00,7,20-0%.,16,12.8,
06.06.2018 11:00,4,100%.,11,13.3,Signs of precipitation
06.06.2018 05:00,3,100%.,16,13.3,
05.06.2018 23:00,3,70 -80%.,16,13.3,
05.06.2018 17:00,5,20-0%.,16,13.9,
05.06.2018 11:00,4,100%.,12,13.3,
05.06.2018 05:00,2,100%.,16,13.9,
04.06.2018 23:00,2,100%.,14,13.9,
04.06.2018 17:00,5,20-0%.,16,13.9,
04.06.2018 11:00,5,70 -80%.,11,13.9,
04.06.2018 05:00,3,100%.,8,13.9,
03.06.2018 23:00,2,70 -80%.,14,13.9,
03.06.2018 17:00,6,20-0%.,16,13.9,
03.06.2018 11:00,5,Cloudless,16,14.4,
03.06.2018 05:00,2,70 -80%.,16,15,
02.06.2018 23:00,3,20-0%.,16,14.4,
02.06.2018 17:00,6,Cloudless,16,13.9,
02.06.2018 11:00,5,Cloudless,16,14.4,
02.06.2018 05:00,0,Cloudless,16,12.2,
01.06.2018 23:00,3,Cloudless,16,12.2,
01.06.2018 17:00,7,Cloudless,16,12.2,
01.06.2018 11:00,5,20-0%.,12,12.2,
01.06.2018 05:00,0,20-0%.,16,11.7,
31.05.2018 23:00,3,Cloudless,16,12.8,
31.05.2018 17:00,6,20-0%.,16,11.7,
31.05.2018 11:00,4,70 -80%.,12,12.8,
31.05.2018 05:00,2,100%.,16,13.3,
30.05.2018 23:00,4,100%.,16,13.3,
30.05.2018 17:00,5,100%.,16,13.3,
30.05.2018 11:00,4,100%.,12,12.8,Signs of precipitation
30.05.2018 05:00,3,100%.,14,13.3,Signs of precipitation
29.05.2018 23:00,4,100%.,16,13.3,
29.05.2018 17:00,6,100%.,16,13.3,
29.05.2018 11:00,4,100%.,11,13.9,
29.05.2018 05:00,2,100%.,11,13.3,
28.05.2018 23:00,2,100%.,12,13.9,
28.05.2018 17:00,7,20-0%.,16,12.8,
28.05.2018 11:00,4,70 -80%.,11,13.3,
28.05.2018 05:00,3,100%.,14,12.8,
27.05.2018 23:00,3,50%.,16,12.8,
27.05.2018 17:00,6,20-0%.,16,12.8,
27.05.2018 11:00,2,70 -80%.,16,11.1,
27.05.2018 05:00,0,50%.,16,11.7,
26.05.2018 23:00,5,20-0%.,16,11.1,
26.05.2018 17:00,6,50%.,16,10,
26.05.2018 11:00,6,50%.,16,10.6,
26.05.2018 05:00,2,70 -80%.,16,11.1,
25.05.2018 23:00,8,50%.,16,11.1,
25.05.2018 17:00,8,50%.,16,12.2,
25.05.2018 11:00,6,70 -80%.,14,9.4,
25.05.2018 05:00,4,70 -80%.,16,11.1,
24.05.2018 23:00,5,70 -80%.,16,11.7,
24.05.2018 17:00,5,100%.,16,11.7,
24.05.2018 11:00,4,100%.,14,12.8,Signs of precipitation
24.05.2018 05:00,0,100%.,16,12.2,
23.05.2018 23:00,4,70 -80%.,16,12.2,
23.05.2018 17:00,7,20-0%.,16,12.2,
23.05.2018 11:00,4,100%.,12,12.2,
23.05.2018 05:00,4,100%.,16,12.2,
22.05.2018 23:00,3,70 -80%.,16,12.2,
22.05.2018 17:00,7,20-0%.,16,12.2,
22.05.2018 11:00,3,100%.,12,10.6,
22.05.2018 05:00,3,100%.,16,10.6,
21.05.2018 23:00,3,100%.,16,10.6,
21.05.2018 17:00,5,50%.,16,11.1,
21.05.2018 11:00,3,70 -80%.,11,12.2,
21.05.2018 05:00,2,100%.,16,11.1,
20.05.2018 23:00,3,100%.,16,11.7,
20.05.2018 17:00,7,70 -80%.,16,11.7,
20.05.2018 11:00,4,100%.,16,12.8,
20.05.2018 05:00,2,100%.,16,12.2,
19.05.2018 23:00,3,100%.,16,12.2,
19.05.2018 17:00,7,70 -80%.,16,13.3,
19.05.2018 11:00,3,100%.,16,12.2,
19.05.2018 05:00,0,100%.,16,12.2,
18.05.2018 23:00,3,20-0%.,16,11.1,
18.05.2018 17:00,4,50%.,16,11.7,
18.05.2018 11:00,4,100%.,12,12.2,
18.05.2018 05:00,2,70 -80%.,16,12.2,
17.05.2018 23:00,2,20-0%.,16,12.8,
17.05.2018 17:00,5,20-0%.,16,12.2,
17.05.2018 11:00,5,50%.,12,11.7,
17.05.2018 05:00,3,20-0%.,16,10.6,
16.05.2018 23:00,7,Cloudless,16,10.6,
16.05.2018 17:00,8,20-0%.,16,11.1,
16.05.2018 11:00,5,20-0%.,12,10.6,
16.05.2018 05:00,3,20-0%.,16,11.1,
15.05.2018 23:00,7,Cloudless,16,11.7,
15.05.2018 17:00,8,20-0%.,16,10.6,
15.05.2018 11:00,4,70 -80%.,12,11.1,
15.05.2018 05:00,2,20-0%.,16,11.1,
14.05.2018 23:00,5,Cloudless,16,11.7,
14.05.2018 17:00,7,20-0%.,16,10.6,
14.05.2018 11:00,5,70 -80%.,12,11.1,
14.05.2018 05:00,2,20-0%.,16,9.4,
13.05.2018 23:00,5,20-0%.,16,11.1,
13.05.2018 17:00,8,20-0%.,16,11.7,0.3
13.05.2018 11:00,4,100%.,8,12.2,1
13.05.2018 05:00,3,100%.,16,10.6,
12.05.2018 23:00,3,70 -80%.,16,10,
12.05.2018 17:00,6,70 -80%.,16,11.1,Signs of precipitation
12.05.2018 11:00,3,100%.,12,11.1,Signs of precipitation
12.05.2018 05:00,2,100%.,16,11.7,
11.05.2018 23:00,4,70 -80%.,16,12.2,Signs of precipitation
11.05.2018 17:00,4,100%.,16,11.1,
11.05.2018 11:00,3,100%.,12,11.7,Signs of precipitation
11.05.2018 05:00,5,100%.,16,12.2,
10.05.2018 23:00,3,70 -80%.,16,13.3,
10.05.2018 17:00,5,50%.,16,13.3,
10.05.2018 11:00,4,20-0%.,12,13.9,
10.05.2018 05:00,2,70 -80%.,12,12.8,
09.05.2018 17:00,6,20-0%.,16,13.3,
09.05.2018 11:00,5,20-0%.,11,13.3,
09.05.2018 05:00,3,100%.,9,13.3,
08.05.2018 17:00,5,50%.,16,13.3,
08.05.2018 11:00,4,70 -80%.,8,13.3,
08.05.2018 05:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,0.2,13.3,
07.05.2018 23:00,2,20-0%.,16,13.3,
07.05.2018 17:00,5,20-0%.,16,12.8,
07.05.2018 11:00,2,20-0%.,12,11.1,
07.05.2018 05:00,0,20-0%.,14,12.2,
06.05.2018 23:00,3,50%.,16,12.2,
06.05.2018 17:00,7,70 -80%.,16,11.1,
06.05.2018 11:00,2,70 -80%.,16,12.2,
06.05.2018 05:00,0,70 -80%.,14,12.8,
05.05.2018 23:00,3,70 -80%.,16,12.2,
05.05.2018 17:00,7,70 -80%.,16,11.1,
05.05.2018 11:00,5,50%.,16,12.2,
05.05.2018 05:00,0,Cloudless,16,12.2,
04.05.2018 23:00,3,20-0%.,16,12.8,
04.05.2018 17:00,8,50%.,16,12.2,
04.05.2018 11:00,5,50%.,12,12.2,
04.05.2018 05:00,2,20-0%.,16,12.2,
03.05.2018 23:00,3,Cloudless,16,12.2,
03.05.2018 17:00,7,20-0%.,16,9.4,
03.05.2018 11:00,5,20-0%.,12,10.6,
03.05.2018 05:00,2,20-0%.,16,8.9,
02.05.2018 23:00,0,50%.,16,8.9,
02.05.2018 20:00,4,50%.,16,8.9,
02.05.2018 17:00,4,50%.,16,8.9,
02.05.2018 11:00,5,70 -80%.,11,8.3,
02.05.2018 05:00,2,70 -80%.,16,10,
01.05.2018 23:00,4,100%.,16,9.4,
01.05.2018 17:00,3,50%.,16,7.8,0.3
01.05.2018 11:00,7,100%.,11,10.6,Signs of precipitation
01.05.2018 05:00,2,100%.,16,8.9,
30.04.2018 23:00,7,70 -80%.,16,9.4,
30.04.2018 17:00,6,70 -80%.,16,11.1,
30.04.2018 11:00,4,70 -80%.,12,11.1,
30.04.2018 05:00,3,70 -80%.,16,11.1,
29.04.2018 23:00,4,20-0%.,16,10,
29.04.2018 17:00,7,50%.,16,10,
29.04.2018 11:00,4,70 -80%.,16,10.6,
29.04.2018 05:00,0,20-0%.,16,9.4,
28.04.2018 23:00,5,20-0%.,16,10,
28.04.2018 17:00,5,Cloudless,16,10.6,
28.04.2018 11:00,5,20-0%.,16,11.7,
28.04.2018 05:00,2,Cloudless,16,10,
27.04.2018 23:00,3,Cloudless,16,11.1,
27.04.2018 17:00,6,20-0%.,16,10.6,
27.04.2018 11:00,3,50%.,11,8.9,
27.04.2018 05:00,2,100%.,16,9.4,
26.04.2018 23:00,5,50%.,16,11.1,
26.04.2018 17:00,6,20-0%.,16,10.6,
26.04.2018 11:00,2,20-0%.,16,10.6,
26.04.2018 05:00,2,100%.,16,10.6,
25.04.2018 23:00,5,100%.,16,11.1,
25.04.2018 17:00,6,20-0%.,16,10.6,
25.04.2018 11:00,5,70 -80%.,9,10.6,
25.04.2018 05:00,0,100%.,9,10,
24.04.2018 23:00,4,70 -80%.,16,11.7,
24.04.2018 17:00,5,50%.,16,10.6,
24.04.2018 11:00,5,70 -80%.,6,11.1,
24.04.2018 05:00,3,50%.,4.8,10.6,
23.04.2018 23:00,3,100%.,4,11.1,
23.04.2018 17:00,7,100%.,12,11.7,
23.04.2018 11:00,3,50%.,9,12.8,
23.04.2018 05:00,0,100%.,4,13.3,
22.04.2018 23:00,0,20-0%.,11,12.8,
22.04.2018 17:00,5,20-0%.,16,12.8,
22.04.2018 11:00,4,20-0%.,16,12.2,
22.04.2018 05:00,0,20-0%.,16,11.7,
21.04.2018 23:00,3,70 -80%.,16,11.7,
21.04.2018 17:00,6,70 -80%.,16,11.1,
21.04.2018 11:00,0,20-0%.,16,7.8,
21.04.2018 05:00,2,70 -80%.,2.4,11.7,
20.04.2018 23:00,2,Cloudless,16,10.6,
20.04.2018 17:00,8,20-0%.,14,11.7,
20.04.2018 11:00,0,20-0%.,16,8.3,
20.04.2018 05:00,3,20-0%.,16,8.9,
19.04.2018 23:00,2,Cloudless,16,9.4,
19.04.2018 17:00,8,20-0%.,16,8.3,
19.04.2018 11:00,5,70 -80%.,12,6.1,1
19.04.2018 05:00,4,50%.,16,6.7,
18.04.2018 23:00,5,50%.,16,7.8,
18.04.2018 17:00,8,50%.,16,7.2,
18.04.2018 11:00,7,50%.,16,7.2,
18.04.2018 05:00,2,Cloudless,16,2.8,
17.04.2018 23:00,4,Cloudless,16,8.9,
17.04.2018 17:00,9,Cloudless,16,2.2,
17.04.2018 11:00,4,Cloudless,16,-1.1,
17.04.2018 05:00,6,Cloudless,16,-0.6,
16.04.2018 23:00,10,Cloudless,16,6.1,
16.04.2018 17:00,12,20-0%.,16,6.7,
16.04.2018 11:00,9,50%.,14,6.7,
16.04.2018 05:00,6,50%.,16,9.4,
15.04.2018 23:00,4,70 -80%.,16,10,
15.04.2018 17:00,3,100%.,16,11.1,
15.04.2018 11:00,6,70 -80%.,16,10,
15.04.2018 05:00,2,Cloudless,16,11.1,
14.04.2018 23:00,4,20-0%.,16,5.6,
14.04.2018 17:00,7,Cloudless,16,3.9,
14.04.2018 11:00,0,Cloudless,16,-5.6,
14.04.2018 05:00,2,Cloudless,16,3.9,
13.04.2018 23:00,2,Cloudless,16,8.3,
13.04.2018 17:00,6,Cloudless,16,5,
13.04.2018 11:00,0,20-0%.,16,-4.4,
13.04.2018 05:00,5,Cloudless,16,-3.9,
12.04.2018 23:00,8,70 -80%.,16,-7.2,
12.04.2018 17:00,8,20-0%.,16,7.2,
12.04.2018 11:00,10,20-0%.,16,-1.1,
12.04.2018 05:00,2,50%.,16,8.9,
11.04.2018 23:00,6,70 -80%.,16,11.1,
11.04.2018 17:00,9,20-0%.,16,12.2,
11.04.2018 11:00,5,50%.,14,13.9,
11.04.2018 05:00,2,20-0%.,16,12.8,
10.04.2018 23:00,2,50%.,16,12.2,
10.04.2018 17:00,4,20-0%.,16,7.2,
10.04.2018 11:00,5,70 -80%.,12,12.8,
10.04.2018 05:00,2,50%.,16,12.8,
09.04.2018 23:00,5,Cloudless,16,11.7,
09.04.2018 17:00,6,20-0%.,16,11.1,
09.04.2018 11:00,5,70 -80%.,16,11.7,
09.04.2018 05:00,0,Cloudless,14,11.7,
08.04.2018 23:00,0,20-0%.,16,11.1,
08.04.2018 17:00,6,50%.,16,7.8,
08.04.2018 11:00,3,50%.,16,11.1,
08.04.2018 05:00,0,20-0%.,16,11.7,
07.04.2018 23:00,4,20-0%.,16,12.8,
07.04.2018 17:00,5,70 -80%.,16,15,
07.04.2018 11:00,3,70 -80%.,16,13.9,
07.04.2018 05:00,2,20-0%.,16,12.8,
06.04.2018 23:00,2,20-0%.,16,12.8,
06.04.2018 20:00,9,70 -80%.,16,12.8,
06.04.2018 17:00,9,70 -80%.,16,12.8,
06.04.2018 11:00,4,70 -80%.,16,11.7,
06.04.2018 05:00,0,20-0%.,16,9.4,
05.04.2018 23:00,2,70 -80%.,16,11.1,
05.04.2018 17:00,4,70 -80%.,16,11.1,
